0	0.597139929
1	0.626821345
2	0.648212468
3	0.66121889
4	0.669233402
5	0.672402266
6	0.6750575
7	0.681575583
8	0.683917297
9	0.684778777
10	0.685667938
11	0.688530866
12	0.688843603
13	0.691231621
14	0.693782078
15	0.69475754
16	0.69411379
17	0.692217109
18	0.695480854
19	0.696301899
20	0.693471193
21	0.694265688
22	0.689570745
23	0.692283198
24	0.693610844
25	0.69060481
26	0.695475598
27	0.691928669
28	0.693532567
29	0.687785763
30	0.690346865
31	0.692805845
32	0.691643114
33	0.691443636
34	0.691746573
35	0.691114219
36	0.690376665
37	0.691571487
38	0.691381823
39	0.688525772
40	0.689599578
41	0.689935536
42	0.690516361
43	0.6879064
44	0.689135902
45	0.686293828
46	0.687612075
47	0.687728222
48	0.685458594
49	0.688411063
50	0.686928334
51	0.687220822
52	0.68753299
53	0.685878663
54	0.685272563
55	0.686321879
56	0.685136525
57	0.687560054
58	0.686008201
59	0.685365292
60	0.68513799
61	0.686836561
62	0.684525196
63	0.683684847
64	0.683389501
65	0.68465498
66	0.684891181
67	0.681162509
68	0.684088692
69	0.683216783
70	0.682686691
71	0.681643489
72	0.681566566
73	0.683630254
74	0.6844793
75	0.683160294
76	0.682617101
77	0.682353499
78	0.681651285
79	0.681395351
80	0.681102598
81	0.681383819
82	0.681342829
83	0.681450838
84	0.679519215
85	0.67998622
86	0.680240295
87	0.683063295
88	0.678016967
89	0.679886177
90	0.678468218
91	0.679900847
92	0.680774638
93	0.679744441
94	0.679966385
95	0.679302983
96	0.678855772
97	0.677199117
98	0.679442348
99	0.676336609
100	0.678998593
101	0.678786147
102	0.676839866
103	0.676762821
104	0.678258884
105	0.67962504
106	0.678299658
107	0.677516454
108	0.678721476
109	0.678042186
110	0.677396197
111	0.678267596
112	0.679003081
113	0.677225599
114	0.677460466
115	0.678505084
116	0.677904849
117	0.676339898
118	0.676861088
119	0.677928847
	
